Standardized_Contract,Contract_Type,Group_Name,Country,Region,Exchange_Name,Parent_Name,Volume,Volume_M_Change,Volume_Y_Change, Volume_YTD ,Volume_YTD_Change,Open_Interest,Open_Interest_M_Change,Open_Interest_Y_Change, Open_Interest_YTD ,Open_Interest_YTD_Change
Wheat,Future,Agriculture,Italy,Europe,Borsa Italiana (IDEM),London Stock Exchange Group,22,-33.30%,-86.50%, 171 ,-71.40%,3,-88.00%,-97.70%, 499 ,-70.20%
Electricity,Future,Energy,Italy,Europe,Borsa Italiana (IDEM),London Stock Exchange Group,85,70.00%,-77.90%, 797 ,-65.60%,797,50.10%,-8.20%," 8,242 ",39.50%
Mini S&P/MIB Index,Future,Equity,Italy,Europe,Borsa Italiana (IDEM),London Stock Exchange Group,"188,382",-18.50%,-42.00%," 2,324,686 ",-37.90%,"4,417",-4.70%,-29.30%," 47,996 ",-23.70%
S&P/MIB Index,Future,Equity,Italy,Europe,Borsa Italiana (IDEM),London Stock Exchange Group,"636,140",40.10%,-35.40%," 5,545,917 ",-31.40%,"32,130",-12.60%,-37.00%," 373,490 ",-30.60%
Single Stock Dividend,Future,Equity,Italy,Europe,Borsa Italiana (IDEM),London Stock Exchange Group,1,-96.70%,-99.90%," 73,040 ",109.80%,"59,874",0.00%,-13.00%," 528,105 ",-3.10%
All Futures on Individual Equities,Future,Equity,Italy,Europe,Borsa Italiana (IDEM),London Stock Exchange Group,"261,335",546.00%,-47.00%," 2,110,902 ",-33.30%,"200,254",-25.60%,-36.50%," 2,754,750 ",-9.20%
S&P/MIB Index,Option,Equity,Italy,Europe,Borsa Italiana (IDEM),London Stock Exchange Group,"168,441",2.60%,-55.80%," 2,024,850 ",-49.50%,"361,706",-4.80%,-25.40%," 3,642,715 ",-17.70%
All Options on Individual Equities,Option,Equity,Italy,Europe,Borsa Italiana (IDEM),London Stock Exchange Group,"1,284,130",23.40%,-25.70%," 14,983,064 ",-8.30%,"4,267,909",-5.70%,-24.00%," 42,281,870 ",-7.30%
All Options on Exchange Traded Funds,Option,Equity,United States,North America,Boston Options Exchange,TMX Group,"1,874,028",-28.10%,-37.40%," 20,361,648 ",-37.30%,,,,,
All Options on Individual Equities,Option,Equity,United States,North America,Boston Options Exchange,TMX Group,"4,995,595",-6.30%,-13.00%," 45,847,619 ",-9.00%,,,,,
S&P Sensex Index (BSX),Future,Equity,India,Asia,BSE,BSE,11,-95.60%,-99.80%," 44,101 ",-29.60%,0,,-100.00%, 527 ,-93.90%
All Futures on Individual Equities,Future,Equity,India,Asia,BSE,BSE,21,-25.00%,-94.10%," 3,737 ",17.70%,6,500.00%,-77.80%, 165 ,-28.30%
JPY/INR,Future,Currencies,India,Asia,BSE,BSE,"24,559",53.30%,-76.10%," 307,424 ",-33.10%,"1,300",64.80%,-73.60%," 9,739 ",-26.40%
EUR/INR,Future,Currencies,India,Asia,BSE,BSE,"78,128",-30.10%,-19.60%," 1,000,755 ",-22.20%,"2,469",-64.90%,-38.50%," 61,737 ",86.90%
GBP/INR,Future,Currencies,India,Asia,BSE,BSE,"80,007",-24.30%,-32.00%," 1,043,675 ",56.70%,"4,406",-21.70%,-48.90%," 39,371 ",105.80%
91 Day Government of India (GOI) Treasury Bill,Future,Interest Rates,India,Asia,BSE,BSE,"560,262",-33.20%,25.00%," 6,160,639 ",31.90%,"12,757",425133.30%,192.80%," 68,331 ",-26.10%
US Dollar/Indian Rupee,Option,Currencies,India,Asia,BSE,BSE,"25,190,851",2.20%,43.70%," 239,687,446 ",66.90%,"619,621",17.20%,-2.20%," 4,952,466 ",14.10%
US Dollar/Indian Rupee,Future,Currencies,India,Asia,BSE,BSE,"30,158,604",39.90%,43.10%," 191,553,075 ",-15.40%,"982,806",-12.60%,19.60%," 8,341,778 ",30.70%
CZK/HUF,Future,Currencies,Hungary,Europe,Budapest Stock Exchange,CEE Stock Exchange Group,10,,, 50 ,,0,-100.00%,, 35 ,
GBP/USD,Future,Currencies,Hungary,Europe,Budapest Stock Exchange,CEE Stock Exchange Group,"1,200",-29.40%,-93.10%," 105,800 ",41.50%,0,-100.00%,-100.00%," 53,525 ",-34.90%
CAD/JPY,Future,Currencies,Hungary,Europe,Budapest Stock Exchange,CEE Stock Exchange Group,200,,, 200 ,,100,,, 100 ,
Feed Corn,Future,Agriculture,Hungary,Europe,Budapest Stock Exchange,CEE Stock Exchange Group,23,,-82.80%, 313 ,-71.80%,153,-6.10%,-64.00%," 1,070 ",-35.20%
AUD/USD,Future,Currencies,Hungary,Europe,Budapest Stock Exchange,CEE Stock Exchange Group,0,,-100.00%," 1,400 ",-56.30%,200,0.00%,-33.30%," 1,900 ",-47.20%
EUR/RUB,Future,Currencies,Hungary,Europe,Budapest Stock Exchange,CEE Stock Exchange Group,200,300.00%,, 500 ,,200,33.30%,, 700 ,
USD/CHF,Future,Currencies,Hungary,Europe,Budapest Stock Exchange,CEE Stock Exchange Group,200,,0.00%, 600 ,-97.80%,200,0.00%,-97.30%," 2,200 ",-95.90%
EUR/NOK,Future,Currencies,Hungary,Europe,Budapest Stock Exchange,CEE Stock Exchange Group,400,,0.00%," 8,350 ",-63.90%,200,-60.00%,11.10%," 8,950 ",-55.00%
USD/NOK,Future,Currencies,Hungary,Europe,Budapest Stock Exchange,CEE Stock Exchange Group,600,300.00%,-33.30%," 5,750 ",538.90%,300,0.00%,-66.70%," 2,550 ",183.30%
EUR/GBP,Future,Currencies,Hungary,Europe,Budapest Stock Exchange,CEE Stock Exchange Group,"1,400",-40.10%,-72.50%," 23,115 ",-57.00%,400,33.30%,-92.40%," 18,757 ",-64.20%
USD/SEK,Future,Currencies,Hungary,Europe,Budapest Stock Exchange,CEE Stock Exchange Group,"1,600",3100.00%,," 8,100 ",170.00%,500,-28.60%,66.70%," 5,650 ",109.30%
EUR/CZK,Future,Currencies,Hungary,Europe,Budapest Stock Exchange,CEE Stock Exchange Group,0,,," 1,500 ",,600,-14.30%,," 6,000 ",
USD/RUB,Future,Currencies,Hungary,Europe,Budapest Stock Exchange,CEE Stock Exchange Group,0,,-100.00%, 200 ,-96.30%,600,-14.30%,20.00%," 5,700 ",-37.40%
USD/CAD,Future,Currencies,Hungary,Europe,Budapest Stock Exchange,CEE Stock Exchange Group,"1,783",109.50%,-55.40%," 11,197 ",-70.60%,693,-15.50%,-67.80%," 7,072 ",-65.20%
EUR/CHF,Future,Currencies,Hungary,Europe,Budapest Stock Exchange,CEE Stock Exchange Group,200,-80.00%,-90.50%," 11,550 ",-41.10%,800,-27.30%,-86.20%," 19,510 ",-47.40%
USD/TRY,Future,Currencies,Hungary,Europe,Budapest Stock Exchange,CEE Stock Exchange Group,400,300.00%,-83.70%," 13,940 ",-36.50%,"3,150",3.30%,-42.70%," 40,690 ",-16.40%
EURO/TRY,Option,Currencies,Hungary,Europe,Budapest Stock Exchange,CEE Stock Exchange Group,0,,-100.00%," 4,400 ",-27.90%,"3,300",-15.40%,10.00%," 33,200 ",435.50%
TRY/HUF,Future,Currencies,Hungary,Europe,Budapest Stock Exchange,CEE Stock Exchange Group,"2,400",,-7.70%," 13,955 ",-35.80%,"4,395",0.00%,-37.90%," 47,355 ",-9.90%
EUR/JPY,Future,Currencies,Hungary,Europe,Budapest Stock Exchange,CEE Stock Exchange Group,"9,200",84.00%,4500.00%," 38,200 ",4675.00%,"4,400",51.70%,," 19,750 ",558.30%
CHF/HUF,Future,Currencies,Hungary,Europe,Budapest Stock Exchange,CEE Stock Exchange Group,"3,650",-32.40%,-66.50%," 102,600 ",-13.60%,"10,850",-6.10%,45.10%," 133,050 ",-6.10%
USD/JPY,Future,Currencies,Hungary,Europe,Budapest Stock Exchange,CEE Stock Exchange Group,"12,705",12.90%,46.10%," 134,440 ",95.00%,"11,900",98.20%,225.50%," 79,815 ",157.30%
EUR/TRY,Future,Currencies,Hungary,Europe,Budapest Stock Exchange,CEE Stock Exchange Group,"14,616",405.00%,170.70%," 61,641 ",-17.50%,"13,056",-4.10%,-3.10%," 129,780 ",-4.30%
GBP/HUF,Future,Currencies,Hungary,Europe,Budapest Stock Exchange,CEE Stock Exchange Group,"10,386",36.40%,-65.30%," 176,841 ",-46.90%,"14,768",-20.80%,-56.50%," 223,132 ",-42.40%
All Futures on Individual Equities,Future,Equity,Hungary,Europe,Budapest Stock Exchange,CEE Stock Exchange Group,"35,698",-20.00%,9.60%," 398,700 ",22.10%,"23,972",-5.10%,6.80%," 191,498 ",17.80%
EUR/USD,Future,Currencies,Hungary,Europe,Budapest Stock Exchange,CEE Stock Exchange Group,"44,517",53.20%,24.60%," 443,155 ",-49.10%,"38,385",-13.10%,-1.40%," 438,377 ",-26.80%
EUR/HUF,Future,Currencies,Hungary,Europe,Budapest Stock Exchange,CEE Stock Exchange Group,"204,492",129.20%,-27.20%," 1,586,590 ",-26.40%,"142,491",-26.50%,-39.30%," 1,649,696 ",-7.70%
USD/HUF,Future,Currencies,Hungary,Europe,Budapest Stock Exchange,CEE Stock Exchange Group,"151,343",-44.70%,-1.70%," 2,371,353 ",78.30%,"398,401",-4.90%,108.40%," 3,510,678 ",112.50%
Russell 2000 Index (RUT),Option,Equity,United States,North America,C2 Exchange,CBOE Holdings,"227,176",10.00%,17.60%," 1,646,246 ",-16.50%,,,,,
All Options on Individual Equities,Option,Equity,United States,North America,C2 Exchange,CBOE Holdings,"3,720,071",-6.40%,78.80%," 32,281,682 ",103.30%,,,,,
All Options on Exchange Traded Funds,Option,Equity,United States,North America,C2 Exchange,CBOE Holdings,"7,398,042",-17.70%,11.20%," 70,068,436 ",62.00%,,,,,
Russell 2000 Volatility Index (RVX),Future,Other,United States,North America,CBOE Futures Exchange,CBOE Holdings,823,-18.80%,63.00%," 4,662 ",14.00%,93,-71.60%,-48.30%," 1,468 ",-10.20%
S&P 500 Twelve-Month Variance (IIK),Future,Other,United States,North America,CBOE Futures Exchange,CBOE Holdings,"1,985",-69.10%,3208.30%," 34,484 ",2573.20%,"3,481",-45.90%,," 29,875 ",2328.90%
Volatility Index (VX),Future,Other,United States,North America,CBOE Futures Exchange,CBOE Holdings,"5,721,939",-37.50%,-9.80%," 55,966,397 ",23.50%,"664,280",11.00%,36.50%," 5,142,253 ",38.80%
Soybean Nearby + 2 Calendar Spread,Option,Agriculture,United States,North America,Chicago Board of Trade,CME Group,0,,-100.00%," 1,060 ",164.30%,10,0.00%,-80.00%," 6,105 ",1253.70%
Jan-May Soybean Calendar Spread,Option,Agriculture,United States,North America,Chicago Board of Trade,CME Group,36,,, 36 ,,36,,, 36 ,
Chicago SRW Wheat-Corn Intercommodity Spread,Option,Agriculture,United States,North America,Chicago Board of Trade,CME Group,0,-100.00%,-100.00%," 6,341 ",-49.00%,50,0.00%,-99.10%," 8,906 ",-32.80%
Nov-Nov Soybean Calendar Spread,Option,Agriculture,United States,North America,Chicago Board of Trade,CME Group,0,,-100.00%, 121 ,-95.90%,50,0.00%,-97.80%, 567 ,-89.70%
March-July Corn Calendar Spread,Option,Agriculture,United States,North America,Chicago Board of Trade,CME Group,70,,, 70 ,-97.10%,70,,, 70 ,-98.10%
EU Wheat,Option,Agriculture,United States,North America,Chicago Board of Trade,CME Group,0,,-100.00%, 10 ,-96.00%,100,0.00%,-58.70%," 1,260 ",420.70%
30 Year USD Deliverable Interest Rate Swap,Future,Interest Rates,United States,North America,Chicago Board of Trade,CME Group,702,420.00%,-70.40%," 10,078 ",-37.30%,173,-19.50%,-72.80%," 6,538 ",-26.50%
Soybean Crush,Option,Agriculture,United States,North America,Chicago Board of Trade,CME Group,75,114.30%,13.60%, 620 ,-86.80%,255,27.50%,-57.00%," 1,937 ",-83.20%
EU Wheat,Future,Agriculture,United States,North America,Chicago Board of Trade,CME Group,179,-97.80%,-99.10%," 119,392 ",476.50%,415,-29.20%,-85.70%," 8,430 ",191.30%
Dec-July Wheat Calendar Spread,Option,Agriculture,United States,North America,Chicago Board of Trade,CME Group,699,210.70%,, 924 ,824.00%,924,310.70%,824.00%," 1,149 ",474.50%
Fertilizer,Future,Other,United States,North America,Chicago Board of Trade,CME Group,"1,400",75.00%,," 2,450 ",,"1,000",42.90%,," 2,000 ",
Bloomberg Roll Select Commodity Index,Future,Other,United States,North America,Chicago Board of Trade,CME Group,"2,140",,115.70%," 6,912 ",153.00%,"1,070",0.00%,115.70%," 9,712 ",166.40%
Nov-July Soybean Calendar Spread,Option,Agriculture,United States,North America,Chicago Board of Trade,CME Group,550,5.80%,," 1,696 ",,"1,646",43.60%,," 4,118 ",
Ethanol,Future,Energy,United States,North America,Chicago Board of Trade,CME Group,"6,012",-34.00%,-53.90%," 118,748 ",-6.80%,"1,652",-3.30%,-64.30%," 30,854 ",-24.50%
Ultra Treasury Bond,Option,Interest Rates,United States,North America,Chicago Board of Trade,CME Group,"4,118",131.30%,-72.20%," 26,571 ",-56.70%,"2,083",30.00%,-86.30%," 22,784 ",-53.60%
Mini Wheat,Future,Agriculture,United States,North America,Chicago Board of Trade,CME Group,"4,046",-43.40%,-19.60%," 56,279 ",-4.30%,"2,155",-3.50%,19.10%," 17,349 ",42.00%
Oat,Option,Agriculture,United States,North America,Chicago Board of Trade,CME Group,853,-53.00%,6.80%," 11,371 ",3.80%,"2,860",7.30%,-13.90%," 23,878 ",-4.90%
Fertilizer Product,Future,Other,United States,North America,Chicago Board of Trade,CME Group,"1,415",-33.30%,20.90%," 14,345 ",-20.30%,"2,970",7.20%,12.10%," 23,116 ",-27.60%
Rough Rice,Option,Agriculture,United States,North America,Chicago Board of Trade,CME Group,"3,013",166.90%,251.20%," 19,325 ",17.70%,"3,658",96.30%,63.50%," 25,553 ",23.30%
Wheat Nearby + 2 Calendar Spread,Option,Agriculture,United States,North America,Chicago Board of Trade,CME Group,"2,000",-47.00%,0.20%," 13,348 ",-69.20%,"4,380",81.00%,-18.30%," 24,195 ",-47.70%
Mini DJ Industrial Index,Option,Equity,United States,North America,Chicago Board of Trade,CME Group,"4,174",-38.00%,-22.80%," 46,928 ",-54.20%,"4,845",-31.70%,-39.10%," 57,421 ",-57.10%
Mini Corn,Future,Agriculture,United States,North America,Chicago Board of Trade,CME Group,"5,325",-45.00%,-36.80%," 88,896 ",-17.50%,"5,382",-5.70%,-33.30%," 67,021 ",1.30%
Federal Funds,Option,Interest Rates,United States,North America,Chicago Board of Trade,CME Group,"2,700",-18.20%,-85.00%," 15,805 ",-80.60%,"5,601",93.10%,-70.10%," 42,031 ",-84.50%
Oat,Future,Agriculture,United States,North America,Chicago Board of Trade,CME Group,"8,370",-29.80%,-10.90%," 127,930 ",-25.50%,"5,839",2.00%,-44.50%," 58,395 ",-36.80%
Corn Nearby + 2 Calendar Spread,Option,Agriculture,United States,North America,Chicago Board of Trade,CME Group,50,-99.10%,-76.30%," 13,835 ",-54.90%,"6,126",0.80%,494.20%," 29,684 ",-48.10%
Dec-Dec Corn Calendar Spread,Option,Agriculture,United States,North America,Chicago Board of Trade,CME Group,"2,649",-16.20%,52880.00%," 12,060 ",-32.40%,"10,033",17.50%,19.40%," 42,040 ",10.40%
Rough Rice,Future,Agriculture,United States,North America,Chicago Board of Trade,CME Group,"14,418",-51.90%,24.10%," 202,327 ",-8.10%,"10,456",3.10%,-7.20%," 95,226 ",-5.10%
Mini Soybean,Future,Agriculture,United States,North America,Chicago Board of Trade,CME Group,"14,194",32.70%,-18.10%," 143,674 ",-31.00%,"15,570",-16.90%,-30.30%," 169,862 ",-16.70%
DJ US Real Estate,Future,Other,United States,North America,Chicago Board of Trade,CME Group,"64,805",388.40%,93.40%," 258,452 ",54.80%,"18,262",5.10%,68.10%," 137,384 ",73.50%
Dec-July Corn Calendar Spread,Option,Agriculture,United States,North America,Chicago Board of Trade,CME Group,"3,130",-38.60%,80.20%," 32,748 ",101.10%,"18,525",-0.60%,38.60%," 80,110 ",172.40%
5 Year USD Deliverable Interest Rate Swap,Future,Interest Rates,United States,North America,Chicago Board of Trade,CME Group,"66,324",182.20%,-22.10%," 453,497 ",-20.50%,"20,444",-0.80%,-14.10%," 256,567 ",-11.30%
10 Year USD Deliverable Interest Rate Swap,Future,Interest Rates,United States,North America,Chicago Board of Trade,CME Group,"90,300",227.60%,3.80%," 465,119 ",1.70%,"28,198",-14.50%,6.90%," 279,880 ",12.70%
KC Hard Red Winter Wheat,Option,Agriculture,United States,North America,Chicago Board of Trade,CME Group,"21,783",-59.70%,26.40%," 442,450 ",49.10%,"49,955",7.70%,39.80%," 413,472 ",16.50%
Bloomberg Commodity Index,Future,Other,United States,North America,Chicago Board of Trade,CME Group,"229,866",281.70%,284.40%," 795,061 ",160.10%,"64,265",31.70%,221.20%," 398,243 ",133.20%
Soybean Oil,Option,Agriculture,United States,North America,Chicago Board of Trade,CME Group,"133,612",-29.50%,-14.70%," 1,579,655 ",-10.90%,"78,468",2.10%,-38.50%," 965,868 ",-28.40%
Soybean Meal,Option,Agriculture,United States,North America,Chicago Board of Trade,CME Group,"126,735",-13.80%,-3.00%," 1,603,910 ",-12.50%,"109,311",1.10%,-29.70%," 1,067,806 ",-36.00%
E-mini $5 DJIA,Future,Equity,United States,North America,Chicago Board of Trade,CME Group,"2,672,116",-6.50%,-34.00%," 25,165,340 ",-22.50%,"156,979",2.90%,19.90%," 1,226,937 ",22.50%
KC Hard Red Winter Wheat,Future,Agriculture,United States,North America,Chicago Board of Trade,CME Group,"644,410",-55.20%,32.40%," 9,698,161 ",34.10%,"267,776",-3.20%,14.10%," 2,311,865 ",16.10%
Chicago Soft Red Winter Wheat,Option,Agriculture,United States,North America,Chicago Board of Trade,CME Group,"434,906",-36.80%,11.90%," 6,123,614 ",11.30%,"328,266",8.90%,21.20%," 2,884,511 ",8.30%
Soybean Meal,Future,Agriculture,United States,North America,Chicago Board of Trade,CME Group,"1,940,169",-11.20%,11.60%," 19,132,910 ",-3.20%,"363,400",-6.00%,1.00%," 3,368,431 ",0.00%
2 Year Treasury Note,Option,Interest Rates,United States,North America,Chicago Board of Trade,CME Group,"387,364",-21.70%,117.00%," 1,502,262 ",11.40%,"380,361",15.50%,387.10%," 1,124,178 ",53.00%
Soybean Oil,Future,Agriculture,United States,North America,Chicago Board of Trade,CME Group,"2,451,284",-9.90%,14.40%," 22,275,927 ",4.60%,"406,888",-3.90%,-1.30%," 3,639,399 ",1.00%
Chicago Soft Red Winter Wheat,Future,Agriculture,United States,North America,Chicago Board of Trade,CME Group,"1,891,495",-44.10%,29.80%," 26,204,659 ",9.10%,"430,675",-2.00%,-7.70%," 4,053,348 ",4.70%
Ultra 10 Year Treasury Note,Future,Interest Rates,United States,North America,Chicago Board of Trade,CME Group,"2,322,092",-30.80%,54.60%," 20,435,528 ",90.60%,"439,884",3.10%,93.40%," 3,374,225 ",169.00%
Soybean,Option,Agriculture,United States,North America,Chicago Board of Trade,CME Group,"1,403,467",-20.50%,21.10%," 13,361,412 ",-19.30%,"677,163",5.90%,-15.90%," 5,742,331 ",-27.60%
Soybean,Future,Agriculture,United States,North America,Chicago Board of Trade,CME Group,"3,628,950",-12.20%,7.60%," 39,488,619 ",-15.70%,"682,660",3.80%,6.00%," 6,084,319 ",-7.80%
30 Year Treasury Bond,Future,Interest Rates,United States,North America,Chicago Board of Trade,CME Group,"5,442,268",-28.60%,3.70%," 54,341,295 ",4.80%,"712,261",-7.10%,25.50%," 6,240,164 ",26.30%
30 Year Treasury Bond,Option,Interest Rates,United States,North America,Chicago Board of Trade,CME Group,"2,705,574",2.60%,25.00%," 20,819,910 ",32.00%,"728,845",23.60%,46.00%," 5,285,783 ",38.50%
Ultra Treasury Bond,Future,Interest Rates,United States,North America,Chicago Board of Trade,CME Group,"2,242,724",-48.60%,25.60%," 24,234,783 ",16.40%,"816,810",-8.50%,34.50%," 6,986,916 ",26.00%
Corn,Option,Agriculture,United States,North America,Chicago Board of Trade,CME Group,"1,661,780",-29.80%,23.00%," 19,689,061 ",4.60%,"1,274,336",12.60%,1.30%," 11,111,695 ",-4.60%
5 Year Treasury Note,Option,Interest Rates,United States,North America,Chicago Board of Trade,CME Group,"2,445,575",-2.20%,39.00%," 22,821,373 ",26.00%,"1,305,524",25.90%,47.80%," 10,689,750 ",39.60%
Corn,Future,Agriculture,United States,North America,Chicago Board of Trade,CME Group,"4,606,354",-50.40%,2.40%," 69,433,107 ",2.10%,"1,407,404",6.80%,6.20%," 12,375,488 ",1.90%
2 Year Treasury Note,Future,Interest Rates,United States,North America,Chicago Board of Trade,CME Group,"6,379,317",-42.90%,10.50%," 69,571,616 ",16.30%,"1,600,017",7.10%,50.50%," 12,670,677 ",33.20%
Federal Funds,Future,Interest Rates,United States,North America,Chicago Board of Trade,CME Group,"4,092,690",31.50%,9.10%," 39,321,822 ",53.90%,"1,601,282",-10.80%,38.50%," 14,740,142 ",71.70%
5 Year Treasury Note,Future,Interest Rates,United States,North America,Chicago Board of Trade,CME Group,"14,990,661",-38.90%,20.40%," 169,228,465 ",15.40%,"2,969,097",-8.30%,5.50%," 28,046,180 ",16.90%
10 Year Treasury Note,Future,Interest Rates,United States,North America,Chicago Board of Trade,CME Group,"27,756,666",-29.00%,15.00%," 281,636,945 ",9.00%,"3,126,281",-9.00%,7.90%," 28,806,596 ",13.90%
10 Year Treasury Note,Option,Interest Rates,United States,North America,Chicago Board of Trade,CME Group,"12,291,068",-1.60%,71.10%," 98,018,602 ",43.60%,"3,267,922",3.80%,65.30%," 25,093,927 ",40.20%
Mini Nasdaq Non-Financial 100 Index (MNX),Option,Equity,United States,North America,Chicago Board Options Exchange,CBOE Holdings,31,-88.90%,-60.80%," 1,792 ",14.40%,,,,,
Russell 2000 Volatility Index (RVX),Option,Other,United States,North America,Chicago Board Options Exchange,CBOE Holdings,939,633.60%,1465.00%," 1,981 ",-62.90%,,,,,
S&P 100 (European Style) (XEO),Option,Equity,United States,North America,Chicago Board Options Exchange,CBOE Holdings,"2,352",-5.20%,-58.50%," 28,787 ",-47.90%,,,,,
MSCI EAFE (MXEA),Option,Equity,United States,North America,Chicago Board Options Exchange,CBOE Holdings,"4,588",11.70%,20.30%," 51,975 ",539.60%,,,,,
Nasdaq 100 (NDX),Option,Equity,United States,North America,Chicago Board Options Exchange,CBOE Holdings,"6,386",-30.70%,-96.20%," 356,974 ",-78.10%,,,,,
MSCI Emerging Markets Index (MXEF),Option,Equity,United States,North America,Chicago Board Options Exchange,CBOE Holdings,"12,758",210.60%,102.40%," 35,418 ",4.60%,,,,,
OEX S&P 100 Index (OEX),Option,Equity,United States,North America,Chicago Board Options Exchange,CBOE Holdings,"27,740",-36.00%,-58.10%," 375,482 ",-51.40%,,,,,
DJ Industrial Average Index (DJX),Option,Equity,United States,North America,Chicago Board Options Exchange,CBOE Holdings,"121,649",40.50%,64.60%," 795,660 ",12.30%,,,,,
Mini S&P 500 Index (XSP),Option,Equity,United States,North America,Chicago Board Options Exchange,CBOE Holdings,"231,964",-35.10%,77.90%," 2,375,433 ",8.70%,,,,,
Russell 2000 Index (RUT),Option,Equity,United States,North America,Chicago Board Options Exchange,CBOE Holdings,"1,202,871",-17.60%,7.40%," 11,145,227 ",-3.50%,,,,,
Volatility Index (VIX),Option,Other,United States,North America,Chicago Board Options Exchange,CBOE Holdings,"16,980,549",-23.80%,31.40%," 138,896,233 ",21.80%,,,,,
All Options on Exchange Traded Funds,Option,Equity,United States,North America,Chicago Board Options Exchange,CBOE Holdings,"21,471,836",-23.30%,-9.90%," 204,201,703 ",4.00%,,,,,
S&P 500 Index (SPX),Option,Equity,United States,North America,Chicago Board Options Exchange,CBOE Holdings,"23,799,441",-11.30%,4.30%," 210,308,372 ",11.30%,,,,,
All Options on Individual Equities,Option,Equity,United States,North America,Chicago Board Options Exchange,CBOE Holdings,"28,696,400",-6.90%,-6.80%," 271,132,179 ",6.60%,,,,,
Canadian Dollar/Japanese Yen,Future,Currencies,United States,North America,Chicago Mercantile Exchange,CME Group,502,67.30%,50100.00%," 1,490 ",13445.50%,0,-100.00%,, 238 ,3300.00%
Swiss Franc (European Style),Option,Currencies,United States,North America,Chicago Mercantile Exchange,CME Group,0,-100.00%,, 15 ,,1,-66.70%,, 27 ,
Polish Zloty/Euro,Future,Currencies,United States,North America,Chicago Mercantile Exchange,CME Group,10,-44.40%,42.90%, 381 ,-98.10%,3,-25.00%,200.00%, 53 ,-99.40%
Canadian Dollar (European Style),Option,Currencies,United States,North America,Chicago Mercantile Exchange,CME Group,0,-100.00%,-100.00%, 111 ,-93.80%,6,-57.10%,-93.40%, 180 ,-80.40%
Australian Dollar/New Zealand Dollar,Future,Currencies,United States,North America,Chicago Mercantile Exchange,CME Group,39,-61.40%,-4.90%, 913 ,28.20%,13,-87.50%,550.00%, 308 ,12.00%
British Pound/Swiss Franc,Future,Currencies,United States,North America,Chicago Mercantile Exchange,CME Group,85,466.70%,70.00%, 697 ,90.40%,13,-55.20%,-51.90%, 278 ,29.30%
Euro/Norwegian Krone,Future,Currencies,United States,North America,Chicago Mercantile Exchange,CME Group,521,62.30%,25950.00%," 1,406 ",15522.20%,16,-70.90%,1500.00%, 222 ,2366.70%
