Standardized_Contract,Contract_Type,Group_Name,Country,Region,Exchange_Name,Parent_Name,Volume,Volume_M_Change,Volume_Y_Change,Volume_YTD,Volume_YTD_Change,Open_Interest,Open_Interest_M_Change,Open_Interest_Y_Change,Open_Interest_YTD,Open_Interest_YTD_Change
All Options on Individual Equities,Option,Equity,United States,North America,Boston Options Exchange,TMX Group,"4,995,595",-6.3%,-13.0%,45847619,-9.0%,,,,0,
S&P Sensex Index (BSX),Future,Equity,India,Asia,BSE,BSE,11,-95.6%,-99.8%,44101,-29.6%,0,,-100.0%,527,-93.9%
All Futures on Individual Equities,Future,Equity,India,Asia,BSE,BSE,21,-25.0%,-94.1%,3737,17.7%,6,500.0%,-77.8%,165,-28.3%
JPY/INR,Future,Currencies,India,Asia,BSE,BSE,"24,559",53.3%,-76.1%,307424,-33.1%,"1,300",64.8%,-73.6%,9739,-26.4%
EUR/INR,Future,Currencies,India,Asia,BSE,BSE,"78,128",-30.1%,-19.6%,1000755,-22.2%,"2,469",-64.9%,-38.5%,61737,86.9%
GBP/INR,Future,Currencies,India,Asia,BSE,BSE,"80,007",-24.3%,-32.0%,1043675,56.7%,"4,406",-21.7%,-48.9%,39371,105.8%
91 Day Government of India (GOI) Treasury Bill,Future,Interest Rates,India,Asia,BSE,BSE,"560,262",-33.2%,25.0%,6160639,31.9%,"12,757",425133.3%,192.8%,68331,-26.1%
US Dollar/Indian Rupee,Option,Currencies,India,Asia,BSE,BSE,"25,190,851",2.2%,43.7%,239687446,66.9%,"619,621",17.2%,-2.2%,4952466,14.1%
US Dollar/Indian Rupee,Future,Currencies,India,Asia,BSE,BSE,"30,158,604",39.9%,43.1%,191553075,-15.4%,"982,806",-12.6%,19.6%,8341778,30.7%
CZK/HUF,Future,Currencies,Hungary,Europe,Budapest Stock Exchange,CEE Stock Exchange Group,10,,,50,,0,-100.0%,,35,
GBP/USD,Future,Currencies,Hungary,Europe,Budapest Stock Exchange,CEE Stock Exchange Group,"1,200",-29.4%,-93.1%,105800,41.5%,0,-100.0%,-100.0%,53525,-34.9%
CAD/JPY,Future,Currencies,Hungary,Europe,Budapest Stock Exchange,CEE Stock Exchange Group,200,,,200,,100,,,100,
Feed Corn,Future,Agriculture,Hungary,Europe,Budapest Stock Exchange,CEE Stock Exchange Group,23,,-82.8%,313,-71.8%,153,-6.1%,-64.0%,1070,-35.2%
AUD/USD,Future,Currencies,Hungary,Europe,Budapest Stock Exchange,CEE Stock Exchange Group,0,,-100.0%,1400,-56.3%,200,0.0%,-33.3%,1900,-47.2%
EUR/RUB,Future,Currencies,Hungary,Europe,Budapest Stock Exchange,CEE Stock Exchange Group,200,300.0%,,500,,200,33.3%,,700,
USD/CHF,Future,Currencies,Hungary,Europe,Budapest Stock Exchange,CEE Stock Exchange Group,200,,0.0%,600,-97.8%,200,0.0%,-97.3%,2200,-95.9%
EUR/NOK,Future,Currencies,Hungary,Europe,Budapest Stock Exchange,CEE Stock Exchange Group,400,,0.0%,8350,-63.9%,200,-60.0%,11.1%,8950,-55.0%
USD/NOK,Future,Currencies,Hungary,Europe,Budapest Stock Exchange,CEE Stock Exchange Group,600,300.0%,-33.3%,5750,538.9%,300,0.0%,-66.7%,2550,183.3%
EUR/GBP,Future,Currencies,Hungary,Europe,Budapest Stock Exchange,CEE Stock Exchange Group,"1,400",-40.1%,-72.5%,23115,-57.0%,400,33.3%,-92.4%,18757,-64.2%
USD/SEK,Future,Currencies,Hungary,Europe,Budapest Stock Exchange,CEE Stock Exchange Group,"1,600",3100.0%,,8100,170.0%,500,-28.6%,66.7%,5650,109.3%
EUR/CZK,Future,Currencies,Hungary,Europe,Budapest Stock Exchange,CEE Stock Exchange Group,0,,,1500,,600,-14.3%,,6000,
USD/RUB,Future,Currencies,Hungary,Europe,Budapest Stock Exchange,CEE Stock Exchange Group,0,,-100.0%,200,-96.3%,600,-14.3%,20.0%,5700,-37.4%
USD/CAD,Future,Currencies,Hungary,Europe,Budapest Stock Exchange,CEE Stock Exchange Group,"1,783",109.5%,-55.4%,11197,-70.6%,693,-15.5%,-67.8%,7072,-65.2%
EUR/CHF,Future,Currencies,Hungary,Europe,Budapest Stock Exchange,CEE Stock Exchange Group,200,-80.0%,-90.5%,11550,-41.1%,800,-27.3%,-86.2%,19510,-47.4%
USD/TRY,Future,Currencies,Hungary,Europe,Budapest Stock Exchange,CEE Stock Exchange Group,400,300.0%,-83.7%,13940,-36.5%,"3,150",3.3%,-42.7%,40690,-16.4%
EURO/TRY,Option,Currencies,Hungary,Europe,Budapest Stock Exchange,CEE Stock Exchange Group,0,,-100.0%,4400,-27.9%,"3,300",-15.4%,10.0%,33200,435.5%
TRY/HUF,Future,Currencies,Hungary,Europe,Budapest Stock Exchange,CEE Stock Exchange Group,"2,400",,-7.7%,13955,-35.8%,"4,395",0.0%,-37.9%,47355,-9.9%
EUR/JPY,Future,Currencies,Hungary,Europe,Budapest Stock Exchange,CEE Stock Exchange Group,"9,200",84.0%,4500.0%,38200,4675.0%,"4,400",51.7%,,19750,558.3%
CHF/HUF,Future,Currencies,Hungary,Europe,Budapest Stock Exchange,CEE Stock Exchange Group,"3,650",-32.4%,-66.5%,102600,-13.6%,"10,850",-6.1%,45.1%,133050,-6.1%
USD/JPY,Future,Currencies,Hungary,Europe,Budapest Stock Exchange,CEE Stock Exchange Group,"12,705",12.9%,46.1%,134440,95.0%,"11,900",98.2%,225.5%,79815,157.3%
EUR/TRY,Future,Currencies,Hungary,Europe,Budapest Stock Exchange,CEE Stock Exchange Group,"14,616",405.0%,170.7%,61641,-17.5%,"13,056",-4.1%,-3.1%,129780,-4.3%
GBP/HUF,Future,Currencies,Hungary,Europe,Budapest Stock Exchange,CEE Stock Exchange Group,"10,386",36.4%,-65.3%,176841,-46.9%,"14,768",-20.8%,-56.5%,223132,-42.4%
All Futures on Individual Equities,Future,Equity,Hungary,Europe,Budapest Stock Exchange,CEE Stock Exchange Group,"35,698",-20.0%,9.6%,398700,22.1%,"23,972",-5.1%,6.8%,191498,17.8%
EUR/USD,Future,Currencies,Hungary,Europe,Budapest Stock Exchange,CEE Stock Exchange Group,"44,517",53.2%,24.6%,443155,-49.1%,"38,385",-13.1%,-1.4%,438377,-26.8%
EUR/HUF,Future,Currencies,Hungary,Europe,Budapest Stock Exchange,CEE Stock Exchange Group,"204,492",129.2%,-27.2%,1586590,-26.4%,"142,491",-26.5%,-39.3%,1649696,-7.7%
USD/HUF,Future,Currencies,Hungary,Europe,Budapest Stock Exchange,CEE Stock Exchange Group,"151,343",-44.7%,-1.7%,2371353,78.3%,"398,401",-4.9%,108.4%,3510678,112.5%
Russell 2000 Index (RUT),Option,Equity,United States,North America,C2 Exchange,CBOE Holdings,"227,176",10.0%,17.6%,1646246,-16.5%,,,,0,
All Options on Individual Equities,Option,Equity,United States,North America,C2 Exchange,CBOE Holdings,"3,720,071",-6.4%,78.8%,32281682,103.3%,,,,0,
All Options on Exchange Traded Funds,Option,Equity,United States,North America,C2 Exchange,CBOE Holdings,"7,398,042",-17.7%,11.2%,70068436,62.0%,,,,0,
Russell 2000 Volatility Index (RVX),Future,Other,United States,North America,CBOE Futures Exchange,CBOE Holdings,823,-18.8%,63.0%,4662,14.0%,93,-71.6%,-48.3%,1468,-10.2%
S&P 500 Twelve-Month Variance (IIK),Future,Other,United States,North America,CBOE Futures Exchange,CBOE Holdings,"1,985",-69.1%,3208.3%,34484,2573.2%,"3,481",-45.9%,,29875,2328.9%
Volatility Index (VX),Future,Other,United States,North America,CBOE Futures Exchange,CBOE Holdings,"5,721,939",-37.5%,-9.8%,55966397,23.5%,"664,280",11.0%,36.5%,5142253,38.8%
Soybean Nearby + 2 Calendar Spread,Option,Agriculture,United States,North America,Chicago Board of Trade,CME Group,0,,-100.0%,1060,164.3%,10,0.0%,-80.0%,6105,1253.7%
Jan-May Soybean Calendar Spread,Option,Agriculture,United States,North America,Chicago Board of Trade,CME Group,36,,,36,,36,,,36,
Chicago SRW Wheat-Corn Intercommodity Spread,Option,Agriculture,United States,North America,Chicago Board of Trade,CME Group,0,-100.0%,-100.0%,6341,-49.0%,50,0.0%,-99.1%,8906,-32.8%
Nov-Nov Soybean Calendar Spread,Option,Agriculture,United States,North America,Chicago Board of Trade,CME Group,0,,-100.0%,121,-95.9%,50,0.0%,-97.8%,567,-89.7%
March-July Corn Calendar Spread,Option,Agriculture,United States,North America,Chicago Board of Trade,CME Group,70,,,70,-97.1%,70,,,70,-98.1%
EU Wheat,Option,Agriculture,United States,North America,Chicago Board of Trade,CME Group,0,,-100.0%,10,-96.0%,100,0.0%,-58.7%,1260,420.7%
30 Year USD Deliverable Interest Rate Swap,Future,Interest Rates,United States,North America,Chicago Board of Trade,CME Group,702,420.0%,-70.4%,10078,-37.3%,173,-19.5%,-72.8%,6538,-26.5%
Soybean Crush,Option,Agriculture,United States,North America,Chicago Board of Trade,CME Group,75,114.3%,13.6%,620,-86.8%,255,27.5%,-57.0%,1937,-83.2%
EU Wheat,Future,Agriculture,United States,North America,Chicago Board of Trade,CME Group,179,-97.8%,-99.1%,119392,476.5%,415,-29.2%,-85.7%,8430,191.3%
Dec-July Wheat Calendar Spread,Option,Agriculture,United States,North America,Chicago Board of Trade,CME Group,699,210.7%,,924,824.0%,924,310.7%,824.0%,1149,474.5%
Fertilizer,Future,Other,United States,North America,Chicago Board of Trade,CME Group,"1,400",75.0%,,2450,,"1,000",42.9%,,2000,
Bloomberg Roll Select Commodity Index,Future,Other,United States,North America,Chicago Board of Trade,CME Group,"2,140",,115.7%,6912,153.0%,"1,070",0.0%,115.7%,9712,166.4%
Nov-July Soybean Calendar Spread,Option,Agriculture,United States,North America,Chicago Board of Trade,CME Group,550,5.8%,,1696,,"1,646",43.6%,,4118,
Ethanol,Future,Energy,United States,North America,Chicago Board of Trade,CME Group,"6,012",-34.0%,-53.9%,118748,-6.8%,"1,652",-3.3%,-64.3%,30854,-24.5%
Ultra Treasury Bond,Option,Interest Rates,United States,North America,Chicago Board of Trade,CME Group,"4,118",131.3%,-72.2%,26571,-56.7%,"2,083",30.0%,-86.3%,22784,-53.6%
Mini Wheat,Future,Agriculture,United States,North America,Chicago Board of Trade,CME Group,"4,046",-43.4%,-19.6%,56279,-4.3%,"2,155",-3.5%,19.1%,17349,42.0%
Oat,Option,Agriculture,United States,North America,Chicago Board of Trade,CME Group,853,-53.0%,6.8%,11371,3.8%,"2,860",7.3%,-13.9%,23878,-4.9%
Fertilizer Product,Future,Other,United States,North America,Chicago Board of Trade,CME Group,"1,415",-33.3%,20.9%,14345,-20.3%,"2,970",7.2%,12.1%,23116,-27.6%
Rough Rice,Option,Agriculture,United States,North America,Chicago Board of Trade,CME Group,"3,013",166.9%,251.2%,19325,17.7%,"3,658",96.3%,63.5%,25553,23.3%
Wheat Nearby + 2 Calendar Spread,Option,Agriculture,United States,North America,Chicago Board of Trade,CME Group,"2,000",-47.0%,0.2%,13348,-69.2%,"4,380",81.0%,-18.3%,24195,-47.7%
Mini DJ Industrial Index,Option,Equity,United States,North America,Chicago Board of Trade,CME Group,"4,174",-38.0%,-22.8%,46928,-54.2%,"4,845",-31.7%,-39.1%,57421,-57.1%
Mini Corn,Future,Agriculture,United States,North America,Chicago Board of Trade,CME Group,"5,325",-45.0%,-36.8%,88896,-17.5%,"5,382",-5.7%,-33.3%,67021,1.3%
Federal Funds,Option,Interest Rates,United States,North America,Chicago Board of Trade,CME Group,"2,700",-18.2%,-85.0%,15805,-80.6%,"5,601",93.1%,-70.1%,42031,-84.5%
Oat,Future,Agriculture,United States,North America,Chicago Board of Trade,CME Group,"8,370",-29.8%,-10.9%,127930,-25.5%,"5,839",2.0%,-44.5%,58395,-36.8%
Corn Nearby + 2 Calendar Spread,Option,Agriculture,United States,North America,Chicago Board of Trade,CME Group,50,-99.1%,-76.3%,13835,-54.9%,"6,126",0.8%,494.2%,29684,-48.1%
Dec-Dec Corn Calendar Spread,Option,Agriculture,United States,North America,Chicago Board of Trade,CME Group,"2,649",-16.2%,52880.0%,12060,-32.4%,"10,033",17.5%,19.4%,42040,10.4%
Rough Rice,Future,Agriculture,United States,North America,Chicago Board of Trade,CME Group,"14,418",-51.9%,24.1%,202327,-8.1%,"10,456",3.1%,-7.2%,95226,-5.1%
Mini Soybean,Future,Agriculture,United States,North America,Chicago Board of Trade,CME Group,"14,194",32.7%,-18.1%,143674,-31.0%,"15,570",-16.9%,-30.3%,169862,-16.7%
DJ US Real Estate,Future,Other,United States,North America,Chicago Board of Trade,CME Group,"64,805",388.4%,93.4%,258452,54.8%,"18,262",5.1%,68.1%,137384,73.5%
Dec-July Corn Calendar Spread,Option,Agriculture,United States,North America,Chicago Board of Trade,CME Group,"3,130",-38.6%,80.2%,32748,101.1%,"18,525",-0.6%,38.6%,80110,172.4%
5 Year USD Deliverable Interest Rate Swap,Future,Interest Rates,United States,North America,Chicago Board of Trade,CME Group,"66,324",182.2%,-22.1%,453497,-20.5%,"20,444",-0.8%,-14.1%,256567,-11.3%
10 Year USD Deliverable Interest Rate Swap,Future,Interest Rates,United States,North America,Chicago Board of Trade,CME Group,"90,300",227.6%,3.8%,465119,1.7%,"28,198",-14.5%,6.9%,279880,12.7%
KC Hard Red Winter Wheat,Option,Agriculture,United States,North America,Chicago Board of Trade,CME Group,"21,783",-59.7%,26.4%,442450,49.1%,"49,955",7.7%,39.8%,413472,16.5%
Bloomberg Commodity Index,Future,Other,United States,North America,Chicago Board of Trade,CME Group,"229,866",281.7%,284.4%,795061,160.1%,"64,265",31.7%,221.2%,398243,133.2%
Soybean Oil,Option,Agriculture,United States,North America,Chicago Board of Trade,CME Group,"133,612",-29.5%,-14.7%,1579655,-10.9%,"78,468",2.1%,-38.5%,965868,-28.4%
Soybean Meal,Option,Agriculture,United States,North America,Chicago Board of Trade,CME Group,"126,735",-13.8%,-3.0%,1603910,-12.5%,"109,311",1.1%,-29.7%,1067806,-36.0%
E-mini $5 DJIA,Future,Equity,United States,North America,Chicago Board of Trade,CME Group,"2,672,116",-6.5%,-34.0%,25165340,-22.5%,"156,979",2.9%,19.9%,1226937,22.5%
KC Hard Red Winter Wheat,Future,Agriculture,United States,North America,Chicago Board of Trade,CME Group,"644,410",-55.2%,32.4%,9698161,34.1%,"267,776",-3.2%,14.1%,2311865,16.1%
Chicago Soft Red Winter Wheat,Option,Agriculture,United States,North America,Chicago Board of Trade,CME Group,"434,906",-36.8%,11.9%,6123614,11.3%,"328,266",8.9%,21.2%,2884511,8.3%
Soybean Meal,Future,Agriculture,United States,North America,Chicago Board of Trade,CME Group,"1,940,169",-11.2%,11.6%,19132910,-3.2%,"363,400",-6.0%,1.0%,3368431,0.0%
2 Year Treasury Note,Option,Interest Rates,United States,North America,Chicago Board of Trade,CME Group,"387,364",-21.7%,117.0%,1502262,11.4%,"380,361",15.5%,387.1%,1124178,53.0%
Soybean Oil,Future,Agriculture,United States,North America,Chicago Board of Trade,CME Group,"2,451,284",-9.9%,14.4%,22275927,4.6%,"406,888",-3.9%,-1.3%,3639399,1.0%
Chicago Soft Red Winter Wheat,Future,Agriculture,United States,North America,Chicago Board of Trade,CME Group,"1,891,495",-44.1%,29.8%,26204659,9.1%,"430,675",-2.0%,-7.7%,4053348,4.7%
Ultra 10 Year Treasury Note,Future,Interest Rates,United States,North America,Chicago Board of Trade,CME Group,"2,322,092",-30.8%,54.6%,20435528,90.6%,"439,884",3.1%,93.4%,3374225,169.0%
Soybean,Option,Agriculture,United States,North America,Chicago Board of Trade,CME Group,"1,403,467",-20.5%,21.1%,13361412,-19.3%,"677,163",5.9%,-15.9%,5742331,-27.6%
Soybean,Future,Agriculture,United States,North America,Chicago Board of Trade,CME Group,"3,628,950",-12.2%,7.6%,39488619,-15.7%,"682,660",3.8%,6.0%,6084319,-7.8%
30 Year Treasury Bond,Future,Interest Rates,United States,North America,Chicago Board of Trade,CME Group,"5,442,268",-28.6%,3.7%,54341295,4.8%,"712,261",-7.1%,25.5%,6240164,26.3%
30 Year Treasury Bond,Option,Interest Rates,United States,North America,Chicago Board of Trade,CME Group,"2,705,574",2.6%,25.0%,20819910,32.0%,"728,845",23.6%,46.0%,5285783,38.5%
Ultra Treasury Bond,Future,Interest Rates,United States,North America,Chicago Board of Trade,CME Group,"2,242,724",-48.6%,25.6%,24234783,16.4%,"816,810",-8.5%,34.5%,6986916,26.0%
Corn,Option,Agriculture,United States,North America,Chicago Board of Trade,CME Group,"1,661,780",-29.8%,23.0%,19689061,4.6%,"1,274,336",12.6%,1.3%,11111695,-4.6%
5 Year Treasury Note,Option,Interest Rates,United States,North America,Chicago Board of Trade,CME Group,"2,445,575",-2.2%,39.0%,22821373,26.0%,"1,305,524",25.9%,47.8%,10689750,39.6%
Corn,Future,Agriculture,United States,North America,Chicago Board of Trade,CME Group,"4,606,354",-50.4%,2.4%,69433107,2.1%,"1,407,404",6.8%,6.2%,12375488,1.9%
2 Year Treasury Note,Future,Interest Rates,United States,North America,Chicago Board of Trade,CME Group,"6,379,317",-42.9%,10.5%,69571616,16.3%,"1,600,017",7.1%,50.5%,12670677,33.2%
Federal Funds,Future,Interest Rates,United States,North America,Chicago Board of Trade,CME Group,"4,092,690",31.5%,9.1%,39321822,53.9%,"1,601,282",-10.8%,38.5%,14740142,71.7%
5 Year Treasury Note,Future,Interest Rates,United States,North America,Chicago Board of Trade,CME Group,"14,990,661",-38.9%,20.4%,169228465,15.4%,"2,969,097",-8.3%,5.5%,28046180,16.9%
10 Year Treasury Note,Future,Interest Rates,United States,North America,Chicago Board of Trade,CME Group,"27,756,666",-29.0%,15.0%,281636945,9.0%,"3,126,281",-9.0%,7.9%,28806596,13.9%
10 Year Treasury Note,Option,Interest Rates,United States,North America,Chicago Board of Trade,CME Group,"12,291,068",-1.6%,71.1%,98018602,43.6%,"3,267,922",3.8%,65.3%,25093927,40.2%
Mini Nasdaq Non-Financial 100 Index (MNX),Option,Equity,United States,North America,Chicago Board Options Exchange,CBOE Holdings,31,-88.9%,-60.8%,1792,14.4%,,,,0,
Russell 2000 Volatility Index (RVX),Option,Other,United States,North America,Chicago Board Options Exchange,CBOE Holdings,939,633.6%,1465.0%,1981,-62.9%,,,,0,
S&P 100 (European Style) (XEO),Option,Equity,United States,North America,Chicago Board Options Exchange,CBOE Holdings,"2,352",-5.2%,-58.5%,28787,-47.9%,,,,0,
MSCI EAFE (MXEA),Option,Equity,United States,North America,Chicago Board Options Exchange,CBOE Holdings,"4,588",11.7%,20.3%,51975,539.6%,,,,0,
Nasdaq 100 (NDX),Option,Equity,United States,North America,Chicago Board Options Exchange,CBOE Holdings,"6,386",-30.7%,-96.2%,356974,-78.1%,,,,0,
MSCI Emerging Markets Index (MXEF),Option,Equity,United States,North America,Chicago Board Options Exchange,CBOE Holdings,"12,758",210.6%,102.4%,35418,4.6%,,,,0,
OEX S&P 100 Index (OEX),Option,Equity,United States,North America,Chicago Board Options Exchange,CBOE Holdings,"27,740",-36.0%,-58.1%,375482,-51.4%,,,,0,
DJ Industrial Average Index (DJX),Option,Equity,United States,North America,Chicago Board Options Exchange,CBOE Holdings,"121,649",40.5%,64.6%,795660,12.3%,,,,0,
Mini S&P 500 Index (XSP),Option,Equity,United States,North America,Chicago Board Options Exchange,CBOE Holdings,"231,964",-35.1%,77.9%,2375433,8.7%,,,,0,
Russell 2000 Index (RUT),Option,Equity,United States,North America,Chicago Board Options Exchange,CBOE Holdings,"1,202,871",-17.6%,7.4%,11145227,-3.5%,,,,0,
Volatility Index (VIX),Option,Other,United States,North America,Chicago Board Options Exchange,CBOE Holdings,"16,980,549",-23.8%,31.4%,138896233,21.8%,,,,0,
All Options on Exchange Traded Funds,Option,Equity,United States,North America,Chicago Board Options Exchange,CBOE Holdings,"21,471,836",-23.3%,-9.9%,204201703,4.0%,,,,0,
S&P 500 Index (SPX),Option,Equity,United States,North America,Chicago Board Options Exchange,CBOE Holdings,"23,799,441",-11.3%,4.3%,210308372,11.3%,,,,0,
All Options on Individual Equities,Option,Equity,United States,North America,Chicago Board Options Exchange,CBOE Holdings,"28,696,400",-6.9%,-6.8%,271132179,6.6%,,,,0,
Canadian Dollar/Japanese Yen,Future,Currencies,United States,North America,Chicago Mercantile Exchange,CME Group,502,67.3%,50100.0%,1490,13445.5%,0,-100.0%,,238,3300.0%
Swiss Franc (European Style),Option,Currencies,United States,North America,Chicago Mercantile Exchange,CME Group,0,-100.0%,,15,,1,-66.7%,,27,
Polish Zloty/Euro,Future,Currencies,United States,North America,Chicago Mercantile Exchange,CME Group,10,-44.4%,42.9%,381,-98.1%,3,-25.0%,200.0%,53,-99.4%
Canadian Dollar (European Style),Option,Currencies,United States,North America,Chicago Mercantile Exchange,CME Group,0,-100.0%,-100.0%,111,-93.8%,6,-57.1%,-93.4%,180,-80.4%
Australian Dollar/New Zealand Dollar,Future,Currencies,United States,North America,Chicago Mercantile Exchange,CME Group,39,-61.4%,-4.9%,913,28.2%,13,-87.5%,550.0%,308,12.0%
British Pound/Swiss Franc,Future,Currencies,United States,North America,Chicago Mercantile Exchange,CME Group,85,466.7%,70.0%,697,90.4%,13,-55.2%,-51.9%,278,29.3%
Euro/Norwegian Krone,Future,Currencies,United States,North America,Chicago Mercantile Exchange,CME Group,521,62.3%,25950.0%,1406,15522.2%,16,-70.9%,1500.0%,222,2366.7%
Housing Index,Option,Other,United States,North America,Chicago Mercantile Exchange,CME Group,7,-30.0%,,42,133.3%,17,70.0%,-5.6%,57,-20.8%
Japanese Yen (European Style),Option,Currencies,United States,North America,Chicago Mercantile Exchange,CME Group,0,,-100.0%,180,-96.9%,18,-21.7%,-84.3%,446,-93.8%
S&P Citigroup Growth,Future,Equity,United States,North America,Chicago Mercantile Exchange,CME Group,85,2733.3%,107.3%,232,11.5%,22,10.0%,15.8%,179,-8.2%
Chinese Renminbi/US Dollar,Future,Currencies,United States,North America,Chicago Mercantile Exchange,CME Group,46,64.3%,-90.5%,316,-90.4%,23,-39.5%,-92.9%,794,-82.7%
Korean Won,Future,Currencies,United States,North America,Chicago Mercantile Exchange,CME Group,48,500.0%,11.6%,278,66.5%,29,0.0%,31.8%,244,27.1%
CSI Housing Index,Future,Other,United States,North America,Chicago Mercantile Exchange,CME Group,22,22.2%,100.0%,122,54.4%,45,0.0%,7.1%,490,23.7%
HDD Weather,Future,Other,United States,North America,Chicago Mercantile Exchange,CME Group,200,,-55.6%,1150,31.0%,50,,-80.0%,4525,17.4%
Polish Zloty/US Dollar,Future,Currencies,United States,North America,Chicago Mercantile Exchange,CME Group,167,108.8%,-95.0%,3274,-72.4%,56,-23.3%,-96.7%,4068,-43.6%
Australian Dollar/Canadian Dollar,Future,Currencies,United States,North America,Chicago Mercantile Exchange,CME Group,220,5400.0%,1592.3%,765,1430.0%,73,3550.0%,7200.0%,92,666.7%
Euro FX (European Style),Option,Currencies,United States,North America,Chicago Mercantile Exchange,CME Group,7,-92.2%,-89.4%,443,-98.4%,77,-38.4%,-91.3%,1092,-96.9%
Micro CHF/USD,Future,Currencies,United States,North America,Chicago Mercantile Exchange,CME Group,"1,038",1.5%,-35.5%,8574,-50.1%,122,-33.7%,-17.6%,1889,-63.5%
CNX Nifty Index,Future,Equity,United States,North America,Chicago Mercantile Exchange,CME Group,"18,228",14.0%,-20.7%,102998,13.5%,218,-88.0%,-67.8%,8843,87.0%
Israeli Shekel,Future,Currencies,United States,North America,Chicago Mercantile Exchange,CME Group,21,-90.8%,,249,,249,9.2%,,477,
E-Micro INR/USD,Future,Currencies,United States,North America,Chicago Mercantile Exchange,CME Group,"2,863",30.3%,-40.6%,23269,22.6%,289,-45.8%,151.3%,2866,116.3%
E-mini FTSE 100 Index,Future,Equity,United States,North America,Chicago Mercantile Exchange,CME Group,"2,663",-10.5%,85.7%,18431,19.7%,337,-47.3%,123.2%,3300,69.8%
Midi BFP Milk,Option,Agriculture,United States,North America,Chicago Mercantile Exchange,CME Group,25,,-62.7%,526,-2.4%,339,4.0%,-27.7%,4937,55.2%
Ibovespa Index,Future,Equity,United States,North America,Chicago Mercantile Exchange,CME Group,192,-81.7%,-63.0%,5407,-9.9%,400,15.9%,189.9%,1959,-6.8%
USD Crude Palm Oil,Future,Agriculture,United States,North America,Chicago Mercantile Exchange,CME Group,0,,-100.0%,1504,13.9%,420,-36.4%,-61.1%,11180,698.6%
Nasdaq Biotech,Future,Equity,United States,North America,Chicago Mercantile Exchange,CME Group,977,877.0%,294.0%,3149,746.5%,457,-28.9%,268.5%,4712,1166.7%
Mexican Peso,Option,Currencies,United States,North America,Chicago Mercantile Exchange,CME Group,120,-48.9%,-98.5%,21240,-27.9%,463,-40.9%,-93.2%,22799,-11.5%
Euro/Swedish Krona,Future,Currencies,United States,North America,Chicago Mercantile Exchange,CME Group,"2,343",425.3%,255.5%,6753,169.0%,463,-40.9%,94.5%,4579,88.3%
British Pound/Japanese Yen,Future,Currencies,United States,North America,Chicago Mercantile Exchange,CME Group,"5,062",42.6%,106.4%,28365,62.9%,537,7.6%,47.9%,5096,28.5%
